user_id,purchase_date,item_id
76396716-389e-435c-b84b-c2c818bbfdbc,12/21/2017,4
c0a7fbd1-e278-48f5-9726-1d7c25389915,12/21/2017,18
d820ac9b-76a9-45c1-8db4-e2762ab2f5c8,12/21/2017,18
d820ac9b-76a9-45c1-8db4-e2762ab2f5c8,12/21/2017,30
d820ac9b-76a9-45c1-8db4-e2762ab2f5c8,12/21/2017,11
d820ac9b-76a9-45c1-8db4-e2762ab2f5c8,12/21/2017,29
d820ac9b-76a9-45c1-8db4-e2762ab2f5c8,12/21/2017,20
4cce0454-4ac8-43ed-9752-2fbdc5a5b81c,12/21/2017,17
4cce0454-4ac8-43ed-9752-2fbdc5a5b81c,12/21/2017,3
4cce0454-4ac8-43ed-9752-2fbdc5a5b81c,12/21/2017,18
4cce0454-4ac8-43ed-9752-2fbdc5a5b81c,12/21/2017,6
24d1d603-da3a-46b3-9c8e-1e7710dfee70,12/21/2017,27
24d1d603-da3a-46b3-9c8e-1e7710dfee70,12/21/2017,2
d9982e11-2013-42a2-bcf3-8c1797448847,12/21/2017,31
d9982e11-2013-42a2-bcf3-8c1797448847,12/21/2017,14
d9982e11-2013-42a2-bcf3-8c1797448847,12/21/2017,21
d9982e11-2013-42a2-bcf3-8c1797448847,12/21/2017,18
d9982e11-2013-42a2-bcf3-8c1797448847,12/21/2017,26
3ede358f-8061-4445-b661-78960b012a8d,12/21/2017,16
3ede358f-8061-4445-b661-78960b012a8d,12/21/2017,13
3ede358f-8061-4445-b661-78960b012a8d,12/21/2017,5
3ede358f-8061-4445-b661-78960b012a8d,12/21/2017,1
b93dff71-e78f-44e9-a786-f9d83dc75b76,12/21/2017,23
b93dff71-e78f-44e9-a786-f9d83dc75b76,12/21/2017,25
7abd2ede-dfa0-4ea6-a31e-56b80f1888e8,12/21/2017,12
7abd2ede-dfa0-4ea6-a31e-56b80f1888e8,12/21/2017,9
7abd2ede-dfa0-4ea6-a31e-56b80f1888e8,12/21/2017,19
ed79651d-9585-4538-ba78-93bf594bcf3a,12/21/2017,0
192211c8-1ceb-4bf4-8188-77645976e233,12/21/2017,7
192211c8-1ceb-4bf4-8188-77645976e233,12/21/2017,23
cc922780-ffa6-4223-a885-f1cd117bea61,12/21/2017,24
3a679296-584f-49b1-83b7-76f68af98912,12/21/2017,5
3a679296-584f-49b1-83b7-76f68af98912,12/21/2017,27
3a679296-584f-49b1-83b7-76f68af98912,12/21/2017,31
3a679296-584f-49b1-83b7-76f68af98912,12/21/2017,20
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,12/21/2017,27
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,12/21/2017,9
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,12/21/2017,19
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,12/21/2017,5
6a8165af-c155-4e19-8b77-df74e0ccffd5,12/21/2017,28
708a69be-0632-498c-a893-3f6fe86d7c38,12/22/2017,6
708a69be-0632-498c-a893-3f6fe86d7c38,12/22/2017,3
c9ba034a-522c-45ed-a56d-dd8e7189ae60,12/22/2017,24
c9ba034a-522c-45ed-a56d-dd8e7189ae60,12/22/2017,31
c9ba034a-522c-45ed-a56d-dd8e7189ae60,12/22/2017,21
c9ba034a-522c-45ed-a56d-dd8e7189ae60,12/22/2017,16
8a08c034-e723-4f60-9581-dbc2e74ae1da,12/22/2017,26
8a08c034-e723-4f60-9581-dbc2e74ae1da,12/22/2017,32
8a08c034-e723-4f60-9581-dbc2e74ae1da,12/22/2017,1
8a08c034-e723-4f60-9581-dbc2e74ae1da,12/22/2017,4
d66fdc88-1924-4f4d-acd4-f3e3642302f4,12/22/2017,1
d66fdc88-1924-4f4d-acd4-f3e3642302f4,12/22/2017,7
d66fdc88-1924-4f4d-acd4-f3e3642302f4,12/22/2017,8
d66fdc88-1924-4f4d-acd4-f3e3642302f4,12/22/2017,21
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,12/22/2017,11
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,12/22/2017,14
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,12/22/2017,6
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,12/22/2017,18
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,12/22/2017,23
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,12/22/2017,21
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,12/22/2017,15
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,12/22/2017,14
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,12/22/2017,30
28822d74-9328-409e-99f3-2ae07214420e,12/22/2017,24
28822d74-9328-409e-99f3-2ae07214420e,12/22/2017,3
28822d74-9328-409e-99f3-2ae07214420e,12/22/2017,32
c8b88c83-f55f-485b-9a06-238a9ce1f611,12/22/2017,17
3358b1e9-3ce5-41e6-bddf-8356a5179321,12/22/2017,9
3358b1e9-3ce5-41e6-bddf-8356a5179321,12/22/2017,21
6df5a67d-2beb-49aa-8952-3d3bfe14ff3c,12/22/2017,8
6df5a67d-2beb-49aa-8952-3d3bfe14ff3c,12/22/2017,22
6df5a67d-2beb-49aa-8952-3d3bfe14ff3c,12/22/2017,31
7150dc6d-50c9-417c-ac74-6aa1d8685df0,12/22/2017,13
7150dc6d-50c9-417c-ac74-6aa1d8685df0,12/22/2017,29
7150dc6d-50c9-417c-ac74-6aa1d8685df0,12/22/2017,25
7150dc6d-50c9-417c-ac74-6aa1d8685df0,12/22/2017,23
7150dc6d-50c9-417c-ac74-6aa1d8685df0,12/22/2017,24
4b867eca-2778-4fc1-ac8f-53f20c14658d,12/22/2017,25
4b867eca-2778-4fc1-ac8f-53f20c14658d,12/22/2017,28
4b867eca-2778-4fc1-ac8f-53f20c14658d,12/22/2017,16
4b867eca-2778-4fc1-ac8f-53f20c14658d,12/22/2017,30
4b867eca-2778-4fc1-ac8f-53f20c14658d,12/22/2017,8
65c39068-30e1-4840-a285-32fb5ef7aa4b,12/22/2017,30
65c39068-30e1-4840-a285-32fb5ef7aa4b,12/22/2017,14
65c39068-30e1-4840-a285-32fb5ef7aa4b,12/22/2017,20
f4c2639b-2f59-49dd-9830-8d1d183d0565,12/22/2017,4
f4c2639b-2f59-49dd-9830-8d1d183d0565,12/22/2017,31
f4c2639b-2f59-49dd-9830-8d1d183d0565,12/22/2017,12
8d635bc3-e846-482c-93e1-61717766583d,12/22/2017,29
8d635bc3-e846-482c-93e1-61717766583d,12/22/2017,6
229f8df8-e5ac-49ec-8a8d-193fb7983894,12/22/2017,12
f2a415f9-0f82-43ad-8d57-365f4cb6f29f,12/22/2017,22
f2a415f9-0f82-43ad-8d57-365f4cb6f29f,12/22/2017,5
16d560ec-c0c4-4dd4-9f0f-1e5867d01a78,12/22/2017,8
16d560ec-c0c4-4dd4-9f0f-1e5867d01a78,12/22/2017,25
16d560ec-c0c4-4dd4-9f0f-1e5867d01a78,12/22/2017,32
104e7e28-33e8-405a-a36f-ad8b55d76179,12/22/2017,14
104e7e28-33e8-405a-a36f-ad8b55d76179,12/22/2017,17
104e7e28-33e8-405a-a36f-ad8b55d76179,12/22/2017,1
104e7e28-33e8-405a-a36f-ad8b55d76179,12/22/2017,28
715c90a2-00f9-4337-98fe-43eb8964f717,12/22/2017,1
715c90a2-00f9-4337-98fe-43eb8964f717,12/22/2017,2
715c90a2-00f9-4337-98fe-43eb8964f717,12/22/2017,26
715c90a2-00f9-4337-98fe-43eb8964f717,12/22/2017,5
32ee55e7-d538-4d4c-8dff-8700c0401edc,12/22/2017,10
32ee55e7-d538-4d4c-8dff-8700c0401edc,12/22/2017,1
32ee55e7-d538-4d4c-8dff-8700c0401edc,12/22/2017,32
32ee55e7-d538-4d4c-8dff-8700c0401edc,12/22/2017,23
0ba49086-4172-4e45-8eb5-12d4bbb06f24,12/22/2017,6
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,12/22/2017,7
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,12/22/2017,17
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,12/22/2017,11
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,12/22/2017,27
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,12/22/2017,28
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,12/22/2017,21
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,12/22/2017,32
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,12/22/2017,8
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,12/22/2017,24
6c8f52c3-72ce-42ff-a42e-d34508c350b6,12/22/2017,1
6c8f52c3-72ce-42ff-a42e-d34508c350b6,12/22/2017,2
6c8f52c3-72ce-42ff-a42e-d34508c350b6,12/22/2017,8
32784279-5c4f-4e90-930f-649c72f28338,12/22/2017,0
32784279-5c4f-4e90-930f-649c72f28338,12/22/2017,11
32784279-5c4f-4e90-930f-649c72f28338,12/22/2017,9
64c120b2-4d0b-442e-9d37-e28a7c7000b5,12/22/2017,3
64c120b2-4d0b-442e-9d37-e28a7c7000b5,12/22/2017,16
64c120b2-4d0b-442e-9d37-e28a7c7000b5,12/22/2017,0
64c120b2-4d0b-442e-9d37-e28a7c7000b5,12/22/2017,18
51061596-76a9-4517-85f7-b4c72f0be593,12/22/2017,32
159a5497-b14b-4344-8168-68d5db20db50,12/22/2017,32
159a5497-b14b-4344-8168-68d5db20db50,12/22/2017,9
159a5497-b14b-4344-8168-68d5db20db50,12/22/2017,8
159a5497-b14b-4344-8168-68d5db20db50,12/22/2017,27
159a5497-b14b-4344-8168-68d5db20db50,12/22/2017,30
4cefc91e-7d6d-442b-90b1-4b1d572184fe,12/22/2017,8
4cefc91e-7d6d-442b-90b1-4b1d572184fe,12/22/2017,21
4cefc91e-7d6d-442b-90b1-4b1d572184fe,12/22/2017,24
4cefc91e-7d6d-442b-90b1-4b1d572184fe,12/22/2017,30
27154da4-248d-47dd-ab44-4d9967bde956,12/22/2017,25
27154da4-248d-47dd-ab44-4d9967bde956,12/22/2017,12
27154da4-248d-47dd-ab44-4d9967bde956,12/22/2017,16
4b6050bc-ea4c-4ec7-af1b-ae22a7e90649,12/22/2017,13
4b6050bc-ea4c-4ec7-af1b-ae22a7e90649,12/22/2017,7
4b6050bc-ea4c-4ec7-af1b-ae22a7e90649,12/22/2017,12
d32d5c86-04b4-40ce-be1c-2816c4e84ae1,12/22/2017,8
d32d5c86-04b4-40ce-be1c-2816c4e84ae1,12/22/2017,13
517daa0d-6b71-4993-b44e-3d04b8f15381,12/22/2017,30
517daa0d-6b71-4993-b44e-3d04b8f15381,12/22/2017,0
517daa0d-6b71-4993-b44e-3d04b8f15381,12/22/2017,32
517daa0d-6b71-4993-b44e-3d04b8f15381,12/22/2017,16
0e7b5435-ee4e-4f15-bc15-0b8cf6f78df1,12/22/2017,11
e6cbafdc-ab93-4e36-87a2-b273f45b0b19,12/22/2017,26
e6cbafdc-ab93-4e36-87a2-b273f45b0b19,12/22/2017,5
e6cbafdc-ab93-4e36-87a2-b273f45b0b19,12/22/2017,17
a5140f99-2cae-489d-ac98-9220aea569d4,12/22/2017,7
a5140f99-2cae-489d-ac98-9220aea569d4,12/22/2017,20
a5140f99-2cae-489d-ac98-9220aea569d4,12/22/2017,31
a5140f99-2cae-489d-ac98-9220aea569d4,12/22/2017,13
8f7c5e67-a715-4cc6-8123-1f5d26feff27,12/22/2017,16
f5befa4b-7add-4416-9985-b37da3f6f8f9,12/22/2017,31
f5befa4b-7add-4416-9985-b37da3f6f8f9,12/22/2017,11
f5befa4b-7add-4416-9985-b37da3f6f8f9,12/22/2017,10
ec8b53f5-1be8-42b0-b054-8f20296948bb,12/22/2017,6
ec8b53f5-1be8-42b0-b054-8f20296948bb,12/22/2017,29
ec8b53f5-1be8-42b0-b054-8f20296948bb,12/22/2017,21
ec8b53f5-1be8-42b0-b054-8f20296948bb,12/22/2017,25
ec8b53f5-1be8-42b0-b054-8f20296948bb,12/22/2017,18
d48cbf46-0f68-4c53-9bfd-dc13d28be7d3,12/22/2017,10
d48cbf46-0f68-4c53-9bfd-dc13d28be7d3,12/22/2017,24
20ca85fb-2b3a-4bfa-b442-d293a505c7cb,12/22/2017,23
20ca85fb-2b3a-4bfa-b442-d293a505c7cb,12/22/2017,24
dbe95436-f380-42a1-a5da-acbb92e43bbc,12/22/2017,12
dbe95436-f380-42a1-a5da-acbb92e43bbc,12/22/2017,21
1cbcf1d8-34d2-4bce-8c5f-acc7faa701a1,12/22/2017,19
1cbcf1d8-34d2-4bce-8c5f-acc7faa701a1,12/22/2017,11
1cbcf1d8-34d2-4bce-8c5f-acc7faa701a1,12/22/2017,12
dbb68108-f910-43c0-9df4-6834b2f27cb8,12/22/2017,8
dbb68108-f910-43c0-9df4-6834b2f27cb8,12/22/2017,30
dbb68108-f910-43c0-9df4-6834b2f27cb8,12/22/2017,15
8be715ca-2d7d-4b14-934f-a5b398861f66,12/22/2017,21
8be715ca-2d7d-4b14-934f-a5b398861f66,12/22/2017,28
8be715ca-2d7d-4b14-934f-a5b398861f66,12/22/2017,30
8be715ca-2d7d-4b14-934f-a5b398861f66,12/22/2017,0
1d6419a7-dc3c-4eee-8c66-683d88796026,12/22/2017,16
1d6419a7-dc3c-4eee-8c66-683d88796026,12/22/2017,6
1d6419a7-dc3c-4eee-8c66-683d88796026,12/22/2017,7
1d6419a7-dc3c-4eee-8c66-683d88796026,12/22/2017,31
1d6419a7-dc3c-4eee-8c66-683d88796026,12/22/2017,11
f14f75d7-638a-41a7-bfb6-452ff57309e2,12/22/2017,12
f14f75d7-638a-41a7-bfb6-452ff57309e2,12/22/2017,19
9bf60521-8e04-4dc7-84cd-e6b1cf1b50b6,12/22/2017,26
fd851b4a-f691-4db0-a767-c64cdb0adac9,12/22/2017,8
fd851b4a-f691-4db0-a767-c64cdb0adac9,12/22/2017,14
667dc6a9-ec78-4da3-9205-6eda97241cf0,12/22/2017,24
667dc6a9-ec78-4da3-9205-6eda97241cf0,12/22/2017,2
667dc6a9-ec78-4da3-9205-6eda97241cf0,12/22/2017,14
8076b846-4b67-4cbb-adc2-248c34239a61,12/22/2017,6
8076b846-4b67-4cbb-adc2-248c34239a61,12/22/2017,0
fe2f8178-a202-424b-b006-e159a71cbd80,12/22/2017,29
fe2f8178-a202-424b-b006-e159a71cbd80,12/22/2017,4
fe2f8178-a202-424b-b006-e159a71cbd80,12/22/2017,20
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,12/22/2017,10
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,12/22/2017,28
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,12/22/2017,22
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,12/22/2017,11
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,12/22/2017,29
43d155c3-8ae7-433c-95b3-763036b45746,12/22/2017,22
43d155c3-8ae7-433c-95b3-763036b45746,12/22/2017,5
43d155c3-8ae7-433c-95b3-763036b45746,12/22/2017,15
43d155c3-8ae7-433c-95b3-763036b45746,12/22/2017,21
46f9d5d0-e30e-4f57-98e0-26433a26532d,12/23/2017,6
46f9d5d0-e30e-4f57-98e0-26433a26532d,12/23/2017,31
46f9d5d0-e30e-4f57-98e0-26433a26532d,12/23/2017,20
46f9d5d0-e30e-4f57-98e0-26433a26532d,12/23/2017,14
3ffab2eb-1c11-4515-8f44-fffff771e143,12/23/2017,5
3ffab2eb-1c11-4515-8f44-fffff771e143,12/23/2017,31
3ffab2eb-1c11-4515-8f44-fffff771e143,12/23/2017,32
3ffab2eb-1c11-4515-8f44-fffff771e143,12/23/2017,11
3ffab2eb-1c11-4515-8f44-fffff771e143,12/23/2017,26
a9e9aeda-ea5c-4cf4-a175-e4d143d5c04b,12/23/2017,7
a9e9aeda-ea5c-4cf4-a175-e4d143d5c04b,12/23/2017,25
ae501401-23b7-4e43-8a0b-67683c31a6d9,12/23/2017,26
ae501401-23b7-4e43-8a0b-67683c31a6d9,12/23/2017,24
ae501401-23b7-4e43-8a0b-67683c31a6d9,12/23/2017,5
ae501401-23b7-4e43-8a0b-67683c31a6d9,12/23/2017,18
639f3d4a-b260-4c29-a8a1-aed4ea5699ec,12/23/2017,19
e0afb9fd-9d5b-4010-8d67-03677086e0dd,12/23/2017,23
e0afb9fd-9d5b-4010-8d67-03677086e0dd,12/23/2017,5
2d6429fa-ba40-4a28-b22a-60dc9525afa8,12/23/2017,17
9f518146-363c-4a56-9a6e-49198fd50dc7,12/23/2017,1
03b5896d-1256-4d38-86cd-26fd7e0460ce,12/23/2017,11
03b5896d-1256-4d38-86cd-26fd7e0460ce,12/23/2017,26
03b5896d-1256-4d38-86cd-26fd7e0460ce,12/23/2017,27
10d6737a-96f9-4c12-9224-727843963b1e,12/23/2017,30
10d6737a-96f9-4c12-9224-727843963b1e,12/23/2017,4
f7f81f98-16b2-4173-8a12-233885a384b8,12/23/2017,17
faf11340-2dc2-4e4d-849f-0888f093a143,12/23/2017,5
faf11340-2dc2-4e4d-849f-0888f093a143,12/23/2017,32
faf11340-2dc2-4e4d-849f-0888f093a143,12/23/2017,6
d2754cf4-3149-40b2-ae6b-58b1557f9cf1,12/23/2017,28
d2754cf4-3149-40b2-ae6b-58b1557f9cf1,12/23/2017,25
12fff9d9-7cc7-4432-ac6f-58dba2776e6c,12/23/2017,28
12fff9d9-7cc7-4432-ac6f-58dba2776e6c,12/23/2017,3
4dd3ca92-3449-4d81-870a-a2e66edef7d4,12/23/2017,28
4dd3ca92-3449-4d81-870a-a2e66edef7d4,12/23/2017,2
4dd3ca92-3449-4d81-870a-a2e66edef7d4,12/23/2017,8
1bb754f6-f1f8-4378-a744-38b76f6a50aa,12/23/2017,23
1bb754f6-f1f8-4378-a744-38b76f6a50aa,12/23/2017,29
1bb754f6-f1f8-4378-a744-38b76f6a50aa,12/23/2017,21
1bb754f6-f1f8-4378-a744-38b76f6a50aa,12/23/2017,11
1bb754f6-f1f8-4378-a744-38b76f6a50aa,12/23/2017,7
5496e6af-e0ac-45c7-9e7e-e685f0aa508a,12/23/2017,25
5496e6af-e0ac-45c7-9e7e-e685f0aa508a,12/23/2017,6
5496e6af-e0ac-45c7-9e7e-e685f0aa508a,12/23/2017,22
63eacf7b-7abd-4aaf-a284-89459f1695c2,12/23/2017,25
63eacf7b-7abd-4aaf-a284-89459f1695c2,12/23/2017,9
63eacf7b-7abd-4aaf-a284-89459f1695c2,12/23/2017,11
222baa18-7945-4f3c-8e29-15f9be5d93b1,12/23/2017,11
222baa18-7945-4f3c-8e29-15f9be5d93b1,12/23/2017,4
222baa18-7945-4f3c-8e29-15f9be5d93b1,12/23/2017,1
222baa18-7945-4f3c-8e29-15f9be5d93b1,12/23/2017,31
5325739a-47b4-4b63-8b45-2862821a5efb,12/23/2017,21
5325739a-47b4-4b63-8b45-2862821a5efb,12/23/2017,20
5325739a-47b4-4b63-8b45-2862821a5efb,12/23/2017,9
5325739a-47b4-4b63-8b45-2862821a5efb,12/23/2017,19
d1a1b972-2fc5-4105-83f5-91b0feb089b3,12/23/2017,31
d1a1b972-2fc5-4105-83f5-91b0feb089b3,12/23/2017,21
d1a1b972-2fc5-4105-83f5-91b0feb089b3,12/23/2017,5
d5932dc1-5c28-4615-a0bf-7cafc0848ce1,12/23/2017,25
d5932dc1-5c28-4615-a0bf-7cafc0848ce1,12/23/2017,15
d5932dc1-5c28-4615-a0bf-7cafc0848ce1,12/23/2017,6
00e22250-9433-48b2-b406-26664337aed8,12/23/2017,7
e38d5242-72dc-41d6-9e7e-c8d642565035,12/23/2017,22
3ab3733b-82a8-4c24-b8db-7b90c3fd94de,12/23/2017,6
0af1be9a-dc55-4e41-94fb-04e04d9c96e5,12/23/2017,28
0af1be9a-dc55-4e41-94fb-04e04d9c96e5,12/23/2017,8
0af1be9a-dc55-4e41-94fb-04e04d9c96e5,12/23/2017,1
f4d9a380-fff8-456c-a5d9-725e7e1c8eb7,12/23/2017,30
9ff6fdc6-b161-4f8c-ae12-c1d2512bd6f7,12/23/2017,32
9ff6fdc6-b161-4f8c-ae12-c1d2512bd6f7,12/23/2017,24
ab07978a-f729-4547-b03b-cf9dcb8afafb,12/23/2017,10
ab07978a-f729-4547-b03b-cf9dcb8afafb,12/23/2017,22
ab07978a-f729-4547-b03b-cf9dcb8afafb,12/23/2017,1
ab07978a-f729-4547-b03b-cf9dcb8afafb,12/23/2017,32
1878598e-460a-4bac-8f75-f3c5cdcb739a,12/23/2017,8
1878598e-460a-4bac-8f75-f3c5cdcb739a,12/23/2017,18
1878598e-460a-4bac-8f75-f3c5cdcb739a,12/23/2017,6
d8ed7a2a-5295-4bdc-8db7-2ae654cc9665,12/23/2017,10
d8ed7a2a-5295-4bdc-8db7-2ae654cc9665,12/23/2017,9
d8ed7a2a-5295-4bdc-8db7-2ae654cc9665,12/23/2017,5
